Nome,Estrela,Pais,Time,Idade,Posicao,Titular,Top Mundial,Lado,Caracteristica 1,Caracteristica 2,Extra
James,False,200,Kabwe Warriors,19,2,True,False,Direito,7,12,aid=0 hash=8 sid=0 tid=0
Cosmas Kamuzati,False,200,Kabwe Warriors,16,2,False,False,Direito,7,10,aid=0 hash=8 sid=0 tid=0
Jethro Tembo,False,200,Kabwe Warriors,17,3,True,False,Esquerdo,11,9,aid=0 hash=9 sid=0 tid=0
Jimmy Musonda,False,200,Kabwe Warriors,18,3,True,False,Esquerdo,7,11,aid=0 hash=7 sid=0 tid=0
Bernard Bots,False,200,Kabwe Warriors,18,3,True,False,Direito,7,10,aid=0 hash=7 sid=0 tid=0
Keith,False,200,Kabwe Warriors,19,3,False,False,Direito,10,12,aid=0 hash=9 sid=0 tid=0
Willy Sinkamba,False,200,Kabwe Warriors,17,4,True,False,Direito,13,9,aid=0 hash=9 sid=0 tid=0
Kenny Lungu,False,200,Kabwe Warriors,17,4,True,False,Direito,13,9,aid=0 hash=10 sid=0 tid=0
Jordan Shamujompa,False,200,Kabwe Warriors,17,4,False,False,Esquerdo,5,13,aid=0 hash=10 sid=0 tid=0
Nabil Viviani,False,190,Kairouan,16,0,True,False,Esquerdo,0,1,aid=0 hash=8 sid=0 tid=0
Jacob Kilani,False,190,Kairouan,17,0,False,False,Esquerdo,3,1,aid=0 hash=10 sid=0 tid=0
Mehdi Ayari,False,190,Kairouan,16,1,True,False,Direito,10,9,aid=0 hash=7 sid=0 tid=0
Toufic,False,190,Kairouan,19,1,True,False,Esquerdo,10,11,aid=0 hash=7 sid=0 tid=0
Mourad Zemni,False,190,Kairouan,17,1,False,False,Direito,6,13,aid=0 hash=8 sid=0 tid=0
Mohamed,False,190,Kairouan,19,2,True,False,Direito,5,12,aid=0 hash=9 sid=0 tid=0
Amir Ben Ammar,False,190,Kairouan,16,2,True,False,Esquerdo,7,10,aid=0 hash=7 sid=0 tid=0
Alaa Bellaïche,False,190,Kairouan,16,2,False,False,Direito,7,9,aid=0 hash=10 sid=0 tid=0
Hammouda Belaid,False,190,Kairouan,17,3,True,False,Esquerdo,7,10,aid=0 hash=10 sid=0 tid=0
Jassem,False,190,Kairouan,17,3,True,False,Direito,11,9,aid=0 hash=7 sid=0 tid=0
Mohamed Ben Amor,False,190,Kairouan,17,3,True,False,Direito,11,13,aid=0 hash=8 sid=0 tid=0
Abdeljelil Chiba,False,190,Kairouan,19,3,False,False,Direito,7,11,aid=0 hash=10 sid=0 tid=0
Sa'id Yahiaoui,False,190,Kairouan,17,4,True,False,Esquerdo,9,13,aid=0 hash=9 sid=0 tid=0
Chérif Marzouk,False,190,Kairouan,17,4,True,False,Esquerdo,9,5,aid=0 hash=7 sid=0 tid=0
Saïd Mahjoubi,False,190,Kairouan,18,4,False,False,Direito,9,12,aid=0 hash=10 sid=0 tid=0
Robert Kirsten,False,1,Kaizer Chiefs,19,0,True,False,Esquerdo,2,0,aid=0 hash=7 sid=0 tid=0
Ernst King,False,1,Kaizer Chiefs,19,0,False,False,Direito,2,0,aid=0 hash=10 sid=0 tid=0
Eddie Schutte,False,1,Kaizer Chiefs,17,1,True,False,Direito,6,13,aid=0 hash=7 sid=0 tid=0
Christian Walters,False,1,Kaizer Chiefs,19,1,True,False,Esquerdo,6,13,aid=0 hash=8 sid=0 tid=0
Geoffrey,False,1,Kaizer Chiefs,16,1,False,False,Direito,10,6,aid=0 hash=7 sid=0 tid=0
Steve George,False,1,Kaizer Chiefs,19,2,True,False,Esquerdo,7,12,aid=0 hash=7 sid=0 tid=0
Jaco Jennings,False,1,Kaizer Chiefs,16,2,True,False,Direito,7,9,aid=0 hash=10 sid=0 tid=0
Sam Ryan,False,1,Kaizer Chiefs,17,2,False,False,Esquerdo,5,12,aid=0 hash=7 sid=0 tid=0
Alfred Ellis,False,1,Kaizer Chiefs,19,3,True,False,Esquerdo,7,9,aid=0 hash=9 sid=0 tid=0
Jason Barker,False,1,Kaizer Chiefs,18,3,True,False,Esquerdo,9,4,aid=0 hash=7 sid=0 tid=0
Jacobus Davies,False,1,Kaizer Chiefs,19,3,True,False,Esquerdo,9,11,aid=0 hash=8 sid=0 tid=0
Patrick Campbell,False,1,Kaizer Chiefs,19,3,False,False,Direito,11,9,aid=0 hash=10 sid=0 tid=0
Craig,False,1,Kaizer Chiefs,16,4,True,False,Esquerdo,9,5,aid=0 hash=7 sid=0 tid=0
John Harris,False,1,Kaizer Chiefs,19,4,True,False,Direito,9,5,aid=0 hash=8 sid=0 tid=0
Jason McKenzie,False,1,Kaizer Chiefs,17,4,False,False,Esquerdo,8,11,aid=0 hash=7 sid=0 tid=0
Chris Polley,False,75,Karela United,19,0,True,False,Esquerdo,1,2,aid=0 hash=10 sid=0 tid=0
Jeff Baffour,False,75,Karela United,16,0,False,False,Esquerdo,1,2,aid=0 hash=7 sid=0 tid=0
Emmanuel Dickson,False,75,Karela United,17,1,True,False,Esquerdo,6,10,aid=0 hash=8 sid=0 tid=0
Chris Johnson,False,75,Karela United,17,1,True,False,Esquerdo,6,13,aid=0 hash=9 sid=0 tid=0
Jeff Tetteh,False,75,Karela United,18,1,False,False,Esquerdo,10,9,aid=0 hash=8 sid=0 tid=0
John Gyan,False,75,Karela United,18,2,True,False,Esquerdo,5,12,aid=0 hash=10 sid=0 tid=0
Erasmus Morgan,False,75,Karela United,16,2,True,False,Esquerdo,7,5,aid=0 hash=9 sid=0 tid=0
Nelson Sawyerr,False,75,Karela United,17,2,False,False,Esquerdo,7,9,aid=0 hash=7 sid=0 tid=0
Mustapha,False,75,Karela United,18,3,True,False,Direito,4,9,aid=0 hash=7 sid=0 tid=0
Robert Kushi,False,75,Karela United,17,3,True,False,Direito,7,10,aid=0 hash=9 sid=0 tid=0
Matthew Sawyerr,False,75,Karela United,19,3,True,False,Direito,7,9,aid=0 hash=10 sid=0 tid=0
Koby Agogo,False,75,Karela United,18,3,False,False,Esquerdo,11,13,aid=0 hash=8 sid=0 tid=0
Joseph Brobbey,False,75,Karela United,17,4,True,False,Direito,9,8,aid=0 hash=10 sid=0 tid=0
Nathan,False,75,Karela United,18,4,True,False,Esquerdo,9,5,aid=0 hash=9 sid=0 tid=0
Nathan Ahinful,False,75,Karela United,18,4,False,False,Direito,13,8,aid=0 hash=8 sid=0 tid=0
Haroldas Bandzevicius,False,119,Kauno Zalgiris,17,0,False,False,Esquerdo,1,3,aid=0 hash=5 sid=0 tid=0
Kostas Navikauskas,False,119,Kauno Zalgiris,19,0,False,False,Direito,0,2,aid=0 hash=7 sid=0 tid=0
Steponas Arstikaitis,False,119,Kauno Zalgiris,17,1,False,False,Esquerdo,6,7,aid=0 hash=5 sid=0 tid=0
Renatas Birstonas,False,119,Kauno Zalgiris,16,1,False,False,Direito,13,6,aid=0 hash=2 sid=0 tid=0
Motiejus Kancevicius,False,119,Kauno Zalgiris,18,1,False,False,Esquerdo,6,11,aid=0 hash=7 sid=0 tid=0
Dionizas Misevicius,False,119,Kauno Zalgiris,19,2,False,False,Direito,12,10,aid=0 hash=9 sid=0 tid=0
Valentinas Minikas,False,119,Kauno Zalgiris,17,2,False,False,Esquerdo,5,7,aid=0 hash=10 sid=0 tid=0
Izaokas Danenas,False,119,Kauno Zalgiris,18,2,False,False,Direito,10,5,aid=0 hash=6 sid=0 tid=0
Aidas Amanavicius,False,119,Kauno Zalgiris,18,3,False,False,Esquerdo,8,11,aid=0 hash=3 sid=0 tid=0
Irmantas Damkus,False,119,Kauno Zalgiris,16,3,False,False,Direito,4,8,aid=0 hash=9 sid=0 tid=0
Norbertas Orantas,False,119,Kauno Zalgiris,17,3,False,False,Esquerdo,10,9,aid=0 hash=2 sid=0 tid=0
Margiris Nivinskas,False,119,Kauno Zalgiris,16,3,False,False,Direito,7,13,aid=0 hash=2 sid=0 tid=0
Jonas Danila,False,119,Kauno Zalgiris,19,4,False,False,Esquerdo,13,8,aid=0 hash=5 sid=0 tid=0
Aloyzas Gaulia,False,119,Kauno Zalgiris,18,4,False,False,Direito,9,5,aid=0 hash=10 sid=0 tid=0
Vainius Kateiva,False,119,Kauno Zalgiris,17,4,False,False,Esquerdo,9,11,aid=0 hash=3 sid=0 tid=0
Ravil Mahammadov,False,16,Keshla,19,0,False,False,Esquerdo,0,2,aid=0 hash=5 sid=0 tid=0
Arzuman Nasibov,False,16,Keshla,17,0,False,False,Direito,3,1,aid=0 hash=4 sid=0 tid=0
Faiq Muradgil,False,16,Keshla,19,1,False,False,Esquerdo,11,6,aid=0 hash=8 sid=0 tid=0
Elmir Mämmädov,False,16,Keshla,16,1,False,False,Direito,6,7,aid=0 hash=8 sid=0 tid=0
Rufat Mämmädov,False,16,Keshla,17,1,False,False,Esquerdo,13,6,aid=0 hash=2 sid=0 tid=0
Taleh Muradov,False,16,Keshla,17,2,False,False,Direito,10,12,aid=0 hash=10 sid=0 tid=0
Timur Dadasov,False,16,Keshla,19,2,False,False,Esquerdo,7,5,aid=0 hash=7 sid=0 tid=0
Vusal Safarov,False,16,Keshla,18,2,False,False,Direito,12,7,aid=0 hash=4 sid=0 tid=0
Sarxan Agayev,False,16,Keshla,16,3,False,False,Esquerdo,4,11,aid=0 hash=7 sid=0 tid=0
Natij Äkbärov,False,16,Keshla,19,3,False,False,Direito,11,8,aid=0 hash=4 sid=0 tid=0
Cavid Mirzayev,False,16,Keshla,19,3,False,False,Esquerdo,10,11,aid=0 hash=8 sid=0 tid=0
Murad Isgändärli,False,16,Keshla,18,3,False,False,Direito,7,10,aid=0 hash=3 sid=0 tid=0
Ramal Hüseynov,False,16,Keshla,17,4,False,False,Esquerdo,13,9,aid=0 hash=6 sid=0 tid=0
Yasin Yaqubzada,False,16,Keshla,16,4,False,False,Direito,9,8,aid=0 hash=5 sid=0 tid=0
Ramil Nuriyev,False,16,Keshla,19,4,False,False,Esquerdo,5,9,aid=0 hash=5 sid=0 tid=0
Pricilo Coelho,True,2,Tirana,16,4,False,False,Esquerdo,5,13,aid=0 hash=7 sid=0 tid=0
Sebastian Adjei,False,75,King Faisal,19,0,True,False,Esquerdo,0,2,aid=0 hash=7 sid=0 tid=0
Emmanuel Oppong,False,75,King Faisal,19,0,False,False,Direito,3,1,aid=0 hash=8 sid=0 tid=0
Joe Frimpong,False,75,King Faisal,18,1,True,False,Direito,6,10,aid=0 hash=8 sid=0 tid=0
Peter Shaibu,False,75,King Faisal,16,1,True,False,Esquerdo,6,10,aid=0 hash=8 sid=0 tid=0
Solomon Kofi,False,75,King Faisal,18,1,False,False,Esquerdo,10,9,aid=0 hash=9 sid=0 tid=0
Abdul Majid,False,75,King Faisal,16,2,True,False,Direito,5,12,aid=0 hash=7 sid=0 tid=0
Victor Amponsah,False,75,King Faisal,18,2,True,False,Esquerdo,7,10,aid=0 hash=9 sid=0 tid=0
Steven Attoh,False,75,King Faisal,16,2,False,False,Direito,7,9,aid=0 hash=7 sid=0 tid=0
Kudjoe Elliott,False,75,King Faisal,16,3,True,False,Esquerdo,9,4,aid=0 hash=7 sid=0 tid=0
Patrick Kofi,False,75,King Faisal,19,3,True,False,Direito,9,4,aid=0 hash=8 sid=0 tid=0
Joseph Moro,False,75,King Faisal,19,3,True,False,Direito,9,11,aid=0 hash=7 sid=0 tid=0
Augustine Attoh,False,75,King Faisal,18,3,False,False,Esquerdo,7,9,aid=0 hash=10 sid=0 tid=0
Moussa Mercer,False,75,King Faisal,18,4,True,False,Esquerdo,9,11,aid=0 hash=8 sid=0 tid=0
Jacobus,False,75,King Faisal,18,4,True,False,Direito,9,5,aid=0 hash=10 sid=0 tid=0
Abdullah Warren,False,75,King Faisal,16,4,False,False,Direito,9,5,aid=0 hash=9 sid=0 tid=0
Freddie Musonda,False,200,Kitwe United,19,0,True,False,Direito,0,1,aid=0 hash=8 sid=0 tid=0
Zachariah,False,200,Kitwe United,16,0,False,False,Direito,2,0,aid=0 hash=8 sid=0 tid=0
Howard,False,200,Kitwe United,19,1,True,False,Esquerdo,6,11,aid=0 hash=10 sid=0 tid=0
Billy Kabwe,False,200,Kitwe United,18,1,True,False,Esquerdo,10,9,aid=0 hash=7 sid=0 tid=0
Sebastian,False,200,Kitwe United,16,1,False,False,Esquerdo,6,10,aid=0 hash=10 sid=0 tid=0
Joe Chibwe,False,200,Kitwe United,18,2,True,False,Esquerdo,5,12,aid=0 hash=9 sid=0 tid=0
Jordan Phiri,False,200,Kitwe United,16,2,True,False,Direito,7,10,aid=0 hash=10 sid=0 tid=0
Edgar,False,200,Kitwe United,18,2,False,False,Direito,7,9,aid=0 hash=8 sid=0 tid=0
Edwin,False,200,Kitwe United,18,3,True,False,Esquerdo,4,11,aid=0 hash=10 sid=0 tid=0
Geoffrey Mwange,False,200,Kitwe United,19,3,True,False,Direito,7,10,aid=0 hash=7 sid=0 tid=0
Ellis Bots,False,200,Kitwe United,16,3,True,False,Esquerdo,4,11,aid=0 hash=8 sid=0 tid=0
Howard Musonda,False,200,Kitwe United,18,3,False,False,Esquerdo,7,11,aid=0 hash=10 sid=0 tid=0
Lawrence Musonda,False,200,Kitwe United,16,4,True,False,Esquerdo,9,5,aid=0 hash=10 sid=0 tid=0
Charles Shonga,False,200,Kitwe United,16,4,True,False,Direito,9,8,aid=0 hash=8 sid=0 tid=0
Jones,False,200,Kitwe United,17,4,False,False,Direito,9,5,aid=0 hash=7 sid=0 tid=0
Júst Mortensen,False,92,Klaksvík,17,0,False,False,Esquerdo,1,3,aid=0 hash=5 sid=0 tid=0
Sniolvur Kruse,False,92,Klaksvík,19,0,False,False,Direito,0,2,aid=0 hash=7 sid=0 tid=0
Eli Kielberg,False,92,Klaksvík,17,1,False,False,Esquerdo,6,7,aid=0 hash=5 sid=0 tid=0
Bjørgfinnur Smith,False,92,Klaksvík,16,1,False,False,Direito,13,6,aid=0 hash=2 sid=0 tid=0
Arnfríður Rønne,False,92,Klaksvík,18,1,False,False,Esquerdo,6,11,aid=0 hash=7 sid=0 tid=0
Ebbi Heinesen,False,92,Klaksvík,19,2,False,False,Direito,12,10,aid=0 hash=9 sid=0 tid=0
Lýður Finsen,False,92,Klaksvík,17,2,False,False,Esquerdo,5,7,aid=0 hash=10 sid=0 tid=0
Ingimar Nólsoy,False,92,Klaksvík,18,2,False,False,Direito,10,5,aid=0 hash=6 sid=0 tid=0
Jóel Mikkelsen,False,92,Klaksvík,18,3,False,False,Esquerdo,8,11,aid=0 hash=3 sid=0 tid=0
Sunnleivur Anderssen,False,92,Klaksvík,16,3,False,False,Direito,4,8,aid=0 hash=9 sid=0 tid=0
Jonn Johannesen,False,92,Klaksvík,17,3,False,False,Esquerdo,10,9,aid=0 hash=2 sid=0 tid=0
Leon Bogason,False,92,Klaksvík,16,3,False,False,Direito,7,13,aid=0 hash=2 sid=0 tid=0
Ásvaldur Jóhansen,False,92,Klaksvík,19,4,False,False,Esquerdo,13,8,aid=0 hash=5 sid=0 tid=0
Frans Ólavsson,False,92,Klaksvík,18,4,False,False,Direito,9,5,aid=0 hash=10 sid=0 tid=0
Reinar Bogason,False,92,Klaksvík,17,4,False,False,Esquerdo,9,11,aid=0 hash=3 sid=0 tid=0
Jouni,False,70,Klubi 04,17,0,True,False,Direito,0,3,aid=0 hash=7 sid=0 tid=0
Tero Mattsson,False,70,Klubi 04,16,0,False,False,Esquerdo,0,3,aid=0 hash=9 sid=0 tid=0
Robert Heikkilä,False,70,Klubi 04,18,1,True,False,Direito,10,13,aid=0 hash=10 sid=0 tid=0
Heikki Valkama,False,70,Klubi 04,19,1,True,False,Direito,10,11,aid=0 hash=7 sid=0 tid=0
Pertti Aarnio,False,70,Klubi 04,16,1,False,False,Esquerdo,6,10,aid=0 hash=10 sid=0 tid=0
Kustaa,False,70,Klubi 04,18,2,True,False,Esquerdo,7,13,aid=0 hash=8 sid=0 tid=0
Samuli Mattsson,False,70,Klubi 04,19,2,True,False,Esquerdo,7,10,aid=0 hash=10 sid=0 tid=0
Kalle Savolainen,False,70,Klubi 04,16,2,False,False,Esquerdo,7,13,aid=0 hash=9 sid=0 tid=0
Juha Karvonen,False,70,Klubi 04,16,3,True,False,Direito,7,13,aid=0 hash=8 sid=0 tid=0
Johan Uotila,False,70,Klubi 04,18,3,True,False,Direito,8,11,aid=0 hash=7 sid=0 tid=0
Simo Keränen,False,70,Klubi 04,18,3,True,False,Direito,4,13,aid=0 hash=9 sid=0 tid=0
Axel Niemi,False,70,Klubi 04,16,3,False,False,Esquerdo,7,13,aid=0 hash=9 sid=0 tid=0
Armas Partanen,False,70,Klubi 04,16,4,True,False,Esquerdo,9,5,aid=0 hash=7 sid=0 tid=0
Pekka Virta,False,70,Klubi 04,16,4,True,False,Direito,9,12,aid=0 hash=9 sid=0 tid=0
Unto Kangas,False,70,Klubi 04,16,4,False,False,Direito,13,8,aid=0 hash=7 sid=0 tid=0
Matti Vuorinen,False,70,KPV,18,0,True,False,Direito,3,1,aid=0 hash=10 sid=0 tid=0
Jyrki Kuusisto,False,70,KPV,16,0,False,False,Esquerdo,1,2,aid=0 hash=10 sid=0 tid=0
Carl Mustonen,False,70,KPV,18,1,True,False,Direito,6,13,aid=0 hash=9 sid=0 tid=0
Pertti Kangas,False,70,KPV,19,1,True,False,Direito,6,13,aid=0 hash=9 sid=0 tid=0
Seppo,False,70,KPV,17,1,False,False,Esquerdo,10,11,aid=0 hash=7 sid=0 tid=0
Tapio Laakso,False,70,KPV,16,2,True,False,Esquerdo,7,9,aid=0 hash=10 sid=0 tid=0
John,False,70,KPV,17,2,True,False,Esquerdo,7,13,aid=0 hash=10 sid=0 tid=0
Matti Niemi,False,70,KPV,16,2,False,False,Esquerdo,7,5,aid=0 hash=8 sid=0 tid=0
Onni Mäkelä,False,70,KPV,16,3,True,False,Direito,10,13,aid=0 hash=9 sid=0 tid=0
Aarne,False,70,KPV,18,3,True,False,Direito,8,11,aid=0 hash=9 sid=0 tid=0
Jani Blomqvist,False,70,KPV,17,3,True,False,Esquerdo,4,13,aid=0 hash=9 sid=0 tid=0
Matias Hyvärinen,False,70,KPV,19,3,False,False,Esquerdo,11,13,aid=0 hash=10 sid=0 tid=0
Antti Turunen,False,70,KPV,19,4,True,False,Direito,5,13,aid=0 hash=7 sid=0 tid=0
Erkki Lindberg,False,70,KPV,18,4,True,False,Direito,13,8,aid=0 hash=9 sid=0 tid=0
Lasse Raatikainen,False,70,KPV,19,4,False,False,Esquerdo,8,11,aid=0 hash=8 sid=0 tid=0
Adam Obeng,False,75,Kotoku Royals,18,0,True,False,Esquerdo,3,1,aid=0 hash=9 sid=0 tid=0
Mahama Brown,False,75,Kotoku Royals,16,0,False,False,Direito,1,2,aid=0 hash=9 sid=0 tid=0
Nelson Sarpong,False,75,Kotoku Royals,18,1,True,False,Direito,10,13,aid=0 hash=7 sid=0 tid=0
Dominic Duncan,False,75,Kotoku Royals,19,1,True,False,Esquerdo,6,11,aid=0 hash=7 sid=0 tid=0
Kwesi,False,75,Kotoku Royals,17,1,False,False,Direito,6,10,aid=0 hash=7 sid=0 tid=0
Martin Edwards,False,75,Kotoku Royals,16,2,True,False,Direito,7,12,aid=0 hash=9 sid=0 tid=0
James,False,75,Kotoku Royals,18,2,True,False,Direito,7,10,aid=0 hash=7 sid=0 tid=0
Kennedy Naah,False,75,Kotoku Royals,16,2,False,False,Direito,7,12,aid=0 hash=9 sid=0 tid=0
Abdul Sawyerr,False,75,Kotoku Royals,17,3,True,False,Direito,4,9,aid=0 hash=10 sid=0 tid=0
Godwin Sackey,False,75,Kotoku Royals,18,3,True,False,Esquerdo,7,9,aid=0 hash=7 sid=0 tid=0
Augustus,False,75,Kotoku Royals,19,3,True,False,Direito,4,9,aid=0 hash=10 sid=0 tid=0
Rocky Schindler,False,75,Kotoku Royals,18,3,False,False,Direito,4,9,aid=0 hash=7 sid=0 tid=0
Christopher Collins,False,75,Kotoku Royals,19,4,True,False,Esquerdo,9,5,aid=0 hash=8 sid=0 tid=0
Moses Sarkodie,False,75,Kotoku Royals,17,4,True,False,Direito,9,12,aid=0 hash=8 sid=0 tid=0
Jeffrey Quaye,False,75,Kotoku Royals,17,4,False,False,Esquerdo,13,8,aid=0 hash=10 sid=0 tid=0
Gunngeir Bjoernolfursson,False,102,KR Reykjavík,17,0,True,False,Esquerdo,0,2,aid=0 hash=5 sid=0 tid=0
Oddur Bjarnason,False,102,KR Reykjavík,19,0,True,False,Direito,1,0,aid=0 hash=7 sid=0 tid=0
Ólafur Óskar Ómarsson,False,102,KR Reykjavík,17,1,True,False,Esquerdo,6,13,aid=0 hash=5 sid=0 tid=0
Birgir Steinn Styrmisson,False,102,KR Reykjavík,16,1,True,False,Direito,6,11,aid=0 hash=2 sid=0 tid=0
Örlygur Ómarsson,False,102,KR Reykjavík,18,1,True,False,Esquerdo,13,6,aid=0 hash=7 sid=0 tid=0
Kjartan Franklín Magnús,False,102,KR Reykjavík,19,2,True,False,Direito,7,5,aid=0 hash=9 sid=0 tid=0
Elvar Aron Friðriksson,False,102,KR Reykjavík,18,2,True,False,Esquerdo,7,5,aid=0 hash=10 sid=0 tid=0
Samúel Már Kristinsson,False,102,KR Reykjavík,18,2,True,False,Direito,5,7,aid=0 hash=6 sid=0 tid=0
Viktor Máni Róbertsson,False,102,KR Reykjavík,18,3,True,False,Esquerdo,9,11,aid=0 hash=3 sid=0 tid=0
Valdimar Dadi Saevarsson,False,102,KR Reykjavík,16,3,True,False,Direito,11,9,aid=0 hash=9 sid=0 tid=0
Pétur Matthías Sæmundsson,False,102,KR Reykjavík,18,3,True,False,Esquerdo,7,11,aid=0 hash=2 sid=0 tid=0
Magnús Símonarsson,False,102,KR Reykjavík,17,3,True,False,Direito,10,7,aid=0 hash=2 sid=0 tid=0
Askur Jóhannsson,False,102,KR Reykjavík,19,4,True,False,Esquerdo,9,13,aid=0 hash=5 sid=0 tid=0
Jón Helgi Sigurðsson,False,102,KR Reykjavík,19,4,True,False,Direito,13,9,aid=0 hash=10 sid=0 tid=0
Hafþór Bjarki Guðmundsson,False,102,KR Reykjavík,17,4,True,False,Esquerdo,9,5,aid=0 hash=3 sid=0 tid=0
Halilhodžić Ahmed,False,27,Krupa,17,0,True,False,Esquerdo,0,3,aid=0 hash=7 sid=0 tid=0
Hadžić Mate,False,27,Krupa,18,0,False,False,Direito,1,2,aid=0 hash=10 sid=0 tid=0
Damjanovic Edo,False,27,Krupa,17,1,True,False,Direito,10,6,aid=0 hash=8 sid=0 tid=0
Kajan,False,27,Krupa,16,1,True,False,Direito,10,11,aid=0 hash=9 sid=0 tid=0
Merlin,False,27,Krupa,17,1,False,False,Direito,10,9,aid=0 hash=8 sid=0 tid=0
Juric Rajko,False,27,Krupa,19,2,True,False,Direito,10,13,aid=0 hash=7 sid=0 tid=0
Avdukić Damir,False,27,Krupa,18,2,True,False,Direito,7,10,aid=0 hash=7 sid=0 tid=0
Abdić Viktor,False,27,Krupa,19,2,False,False,Direito,10,13,aid=0 hash=8 sid=0 tid=0
Dragic,False,27,Krupa,18,3,True,False,Esquerdo,7,10,aid=0 hash=10 sid=0 tid=0
Ibričić Ismet,False,27,Krupa,19,3,True,False,Esquerdo,4,11,aid=0 hash=9 sid=0 tid=0
Dizdarevic,False,27,Krupa,16,3,True,False,Esquerdo,7,5,aid=0 hash=10 sid=0 tid=0
Puljić Milan,False,27,Krupa,18,3,False,False,Esquerdo,11,9,aid=0 hash=10 sid=0 tid=0
Avdukić,False,27,Krupa,18,4,True,False,Direito,13,9,aid=0 hash=10 sid=0 tid=0
Coelho Gojko,False,27,Krupa,19,4,True,False,Esquerdo,8,9,aid=0 hash=7 sid=0 tid=0
Bašić Safet,False,27,Krupa,18,4,False,False,Esquerdo,9,5,aid=0 hash=9 sid=0 tid=0
Valdo Paulo,False,5,Cuando,19,0,True,False,Direito,1,2,aid=0 hash=7 sid=0 tid=0
Silvio,False,5,Cuando,18,0,False,False,Esquerdo,1,2,aid=0 hash=7 sid=0 tid=0
Augusto,False,5,Cuando,18,1,True,False,Direito,10,6,aid=0 hash=10 sid=0 tid=0
José,False,5,Cuando,19,1,True,False,Direito,10,6,aid=0 hash=9 sid=0 tid=0
Bento,False,5,Cuando,18,1,False,False,Esquerdo,10,11,aid=0 hash=10 sid=0 tid=0
Igor Assis,False,5,Cuando,18,2,True,False,Direito,7,5,aid=0 hash=7 sid=0 tid=0
Justino Monteiro,False,5,Cuando,19,2,True,False,Direito,5,12,aid=0 hash=7 sid=0 tid=0
Vasco Conceição,False,5,Cuando,16,2,False,False,Direito,7,10,aid=0 hash=10 sid=0 tid=0
Walter,False,5,Cuando,16,3,True,False,Esquerdo,7,11,aid=0 hash=7 sid=0 tid=0
Ricardo Lima,False,5,Cuando,18,3,True,False,Direito,4,9,aid=0 hash=10 sid=0 tid=0
Manuel Nascimento,False,5,Cuando,19,3,True,False,Direito,11,9,aid=0 hash=7 sid=0 tid=0
Raul Nobre,False,5,Cuando,17,3,False,False,Esquerdo,7,5,aid=0 hash=9 sid=0 tid=0
Angelo,False,5,Cuando,18,4,True,False,Esquerdo,13,8,aid=0 hash=9 sid=0 tid=0
David Mingas,False,5,Cuando,18,4,True,False,Esquerdo,9,5,aid=0 hash=8 sid=0 tid=0
Bento Samuel,False,5,Cuando,16,4,False,False,Direito,13,9,aid=0 hash=9 sid=0 tid=0
Sami Savolainen,False,70,KuPS,18,0,True,False,Direito,1,2,aid=0 hash=8 sid=0 tid=0
Vesa Mustonen,False,70,KuPS,17,0,False,False,Esquerdo,0,3,aid=0 hash=9 sid=0 tid=0
Robert Nyman,False,70,KuPS,16,1,True,False,Esquerdo,10,9,aid=0 hash=7 sid=0 tid=0
Arto Hämäläinen,False,70,KuPS,19,1,True,False,Direito,10,11,aid=0 hash=10 sid=0 tid=0
Lars Nyström,False,70,KuPS,17,1,False,False,Direito,6,10,aid=0 hash=10 sid=0 tid=0
Juuso Nykänen,False,70,KuPS,17,2,True,False,Esquerdo,5,12,aid=0 hash=7 sid=0 tid=0
Anssi Järvinen,False,70,KuPS,19,2,True,False,Esquerdo,7,12,aid=0 hash=9 sid=0 tid=0
Elias Jokinen,False,70,KuPS,18,2,False,False,Esquerdo,7,5,aid=0 hash=8 sid=0 tid=0
Fredrik Väänänen,False,70,KuPS,18,3,True,False,Esquerdo,4,9,aid=0 hash=7 sid=0 tid=0
Arvi Eronen,False,70,KuPS,17,3,True,False,Esquerdo,10,13,aid=0 hash=7 sid=0 tid=0
Joni Ranta,False,70,KuPS,19,3,True,False,Esquerdo,10,12,aid=0 hash=8 sid=0 tid=0
Ossi,False,70,KuPS,19,3,False,False,Direito,4,8,aid=0 hash=7 sid=0 tid=0
Joni Lindberg,False,70,KuPS,18,4,True,False,Esquerdo,9,5,aid=0 hash=10 sid=0 tid=0
Petri Ranta,False,70,KuPS,18,4,True,False,Esquerdo,9,5,aid=0 hash=10 sid=0 tid=0
Aki,False,70,KuPS,17,4,False,False,Esquerdo,9,8,aid=0 hash=8 sid=0 tid=0
Donald Oboh,False,141,Kwara United,19,0,True,False,Esquerdo,3,1,aid=0 hash=10 sid=0 tid=0
Kelvin Mathias,False,141,Kwara United,17,0,False,False,Esquerdo,0,1,aid=0 hash=8 sid=0 tid=0
Ugo,False,141,Kwara United,18,1,True,False,Esquerdo,10,9,aid=0 hash=7 sid=0 tid=0
Adewale Bassey,False,141,Kwara United,16,1,True,False,Direito,10,11,aid=0 hash=10 sid=0 tid=0
Donald Arinze,False,141,Kwara United,18,1,False,False,Direito,10,11,aid=0 hash=9 sid=0 tid=0
Dauda Mathias,False,141,Kwara United,19,2,True,False,Direito,7,12,aid=0 hash=9 sid=0 tid=0
Fabian Adejuyigbe,False,141,Kwara United,17,2,True,False,Direito,10,13,aid=0 hash=8 sid=0 tid=0
